ZEIT,RAUM,MERKMAL,WERT
31.12.2015,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1160
31.12.2015,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,600
31.12.2015,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6837
31.12.2015,98 Amelsbüren,Ausländer,527
31.12.2015,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,622
31.12.2015,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,368
31.12.2015,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4900
31.12.2016,11 Aegidii,Ausländer,101
31.12.2016,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,102
31.12.2016,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,46
31.12.2016,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1216
31.12.2016,12 Überwasser,Ausländer,113
31.12.2016,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,83
31.12.2016,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2016,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1162
31.12.2016,13 Dom,Ausländer,223
31.12.2016,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,148
31.12.2016,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,25
31.12.2016,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1881
31.12.2016,14 Buddenturm,Ausländer,320
31.12.2016,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,139
31.12.2016,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,26
31.12.2016,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2078
31.12.2016,15 Martini,Ausländer,158
31.12.2016,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,71
31.12.2016,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,13
31.12.2016,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1180
31.12.2016,21 Pluggendorf,Ausländer,369
31.12.2016,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,266
31.12.2016,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,39
31.12.2016,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3871
31.12.2016,22 Josef,Ausländer,609
31.12.2016,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,459
31.12.2016,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,103
31.12.2016,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7602
31.12.2016,23 Bahnhof,Ausländer,237
31.12.2016,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,89
31.12.2016,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,34
31.12.2016,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,981
31.12.2016,24 Hansaplatz,Ausländer,517
31.12.2016,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,389
31.12.2016,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,107
31.12.2016,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5943
31.12.2016,25 Mauritz-West,Ausländer,486
31.12.2016,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,286
31.12.2016,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,93
31.12.2016,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5575
31.12.2016,26 Schlachthof,Ausländer,394
31.12.2016,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,419
31.12.2016,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,209
31.12.2016,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4473
31.12.2016,27 Kreuz,Ausländer,649
31.12.2016,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,597
31.12.2016,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,172
31.12.2016,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11253
31.12.2016,28 Neutor,Ausländer,586
31.12.2016,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,271
31.12.2016,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,107
31.12.2016,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3696
31.12.2016,29 Schloss,Ausländer,191
31.12.2016,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,131
31.12.2016,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,30
31.12.2016,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1879
31.12.2016,31 Aaseestadt,Ausländer,540
31.12.2016,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,508
31.12.2016,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,189
31.12.2016,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4485
31.12.2016,32 Geist,Ausländer,680
31.12.2016,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,659
31.12.2016,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,237
31.12.2016,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7545
31.12.2016,33 Schützenhof,Ausländer,919
31.12.2016,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,685
31.12.2016,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,269
31.12.2016,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,6223
31.12.2016,34 Düesberg,Ausländer,525
31.12.2016,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,470
31.12.2016,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,142
31.12.2016,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6040
31.12.2016,43 Hafen,Ausländer,115
31.12.2016,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,52
31.12.2016,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2016,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,884
31.12.2016,44 Herz-Jesu,Ausländer,326
31.12.2016,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,328
31.12.2016,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,100
31.12.2016,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4434
31.12.2016,45 Mauritz-Mitte,Ausländer,571
31.12.2016,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,582
31.12.2016,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,236
31.12.2016,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8905
31.12.2016,46 Rumphorst,Ausländer,683
31.12.2016,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,615
31.12.2016,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,253
31.12.2016,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6617
31.12.2016,47 Uppenberg,Ausländer,906
31.12.2016,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,800
31.12.2016,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,332
31.12.2016,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6880
31.12.2016,51 Gievenbeck,Ausländer,3006
31.12.2016,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2530
31.12.2016,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1283
31.12.2016,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14750
31.12.2016,52 Sentrup,Ausländer,954
31.12.2016,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,448
31.12.2016,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,124
31.12.2016,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6305
31.12.2016,54 Mecklenbeck,Ausländer,650
31.12.2016,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,938
31.12.2016,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,304
31.12.2016,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7487
31.12.2016,56 Albachten,Ausländer,556
31.12.2016,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,772
31.12.2016,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,434
31.12.2016,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4741
31.12.2016,57 Roxel,Ausländer,987
31.12.2016,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,784
31.12.2016,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,436
31.12.2016,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,7023
31.12.2016,58 Nienberge,Ausländer,648
31.12.2016,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,508
31.12.2016,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,241
31.12.2016,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5567
31.12.2016,61 Coerde,Ausländer,2435
31.12.2016,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2192
31.12.2016,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1076
31.12.2016,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5343
31.12.2016,62 Kinderhaus-Ost,Ausländer,636
31.12.2016,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,554
31.12.2016,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,212
31.12.2016,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3631
31.12.2016,63 Kinderhaus-West,Ausländer,1702
31.12.2016,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1797
31.12.2016,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,709
31.12.2016,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6387
31.12.2016,68 Sprakel,Ausländer,203
31.12.2016,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,318
31.12.2016,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,191
31.12.2016,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2559
31.12.2016,71 Mauritz-Ost,Ausländer,821
31.12.2016,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,651
31.12.2016,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,272
31.12.2016,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,9073
31.12.2016,76 Gelmer-Dyckburg,Ausländer,323
31.12.2016,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,253
31.12.2016,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,144
31.12.2016,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3088
31.12.2016,77 Handorf,Ausländer,642
31.12.2016,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,658
31.12.2016,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,274
31.12.2016,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6573
31.12.2016,81 Gremmendorf-West,Ausländer,907
31.12.2016,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,519
31.12.2016,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,226
31.12.2016,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3667
31.12.2016,82 Gremmendorf-Ost,Ausländer,504
31.12.2016,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,437
31.12.2016,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,211
31.12.2016,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5389
31.12.2016,86 Angelmodde,Ausländer,1263
31.12.2016,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,946
31.12.2016,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,495
31.12.2016,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5496
31.12.2016,87 Wolbeck,Ausländer,699
31.12.2016,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,717
31.12.2016,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,373
31.12.2016,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7526
31.12.2016,91 Berg Fidel,Ausländer,1440
31.12.2016,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1104
31.12.2016,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,439
31.12.2016,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2918
31.12.2016,95 Hiltrup-Ost,Ausländer,351
31.12.2016,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,566
31.12.2016,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,243
31.12.2016,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5178
31.12.2016,96 Hiltrup-Mitte,Ausländer,844
31.12.2016,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,943
31.12.2016,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,359
31.12.2016,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7826
31.12.2016,97 Hiltrup-West,Ausländer,865
31.12.2016,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1173
31.12.2016,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,598
31.12.2016,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6950
31.12.2016,98 Amelsbüren,Ausländer,544
31.12.2016,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,623
31.12.2016,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,378
31.12.2016,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4954
31.12.2017,11 Aegidii,Ausländer,104
31.12.2017,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,96
31.12.2017,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,44
31.12.2017,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1234
31.12.2017,12 Überwasser,Ausländer,112
31.12.2017,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,86
31.12.2017,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,22
31.12.2017,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1164
31.12.2017,13 Dom,Ausländer,232
31.12.2017,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,142
31.12.2017,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,22
31.12.2017,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1847
31.12.2017,14 Buddenturm,Ausländer,190
31.12.2017,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,133
31.12.2017,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,27
31.12.2017,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2086
31.12.2017,15 Martini,Ausländer,132
31.12.2017,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,69
31.12.2017,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,13
31.12.2017,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1165
31.12.2017,21 Pluggendorf,Ausländer,380
31.12.2017,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,262
31.12.2017,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,46
31.12.2017,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3868
31.12.2017,22 Josef,Ausländer,577
31.12.2017,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,464
31.12.2017,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,102
31.12.2017,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7543
31.12.2017,23 Bahnhof,Ausländer,277
31.12.2017,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,87
31.12.2017,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,35
31.12.2017,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,1001
31.12.2017,24 Hansaplatz,Ausländer,555
31.12.2017,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,392
31.12.2017,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,115
31.12.2017,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5971
31.12.2017,25 Mauritz-West,Ausländer,403
31.12.2017,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,279
31.12.2017,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,87
31.12.2017,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5558
31.12.2017,26 Schlachthof,Ausländer,435
31.12.2017,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,422
31.12.2017,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,205
31.12.2017,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4703
31.12.2017,27 Kreuz,Ausländer,692
31.12.2017,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,581
31.12.2017,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,184
31.12.2017,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11257
31.12.2017,28 Neutor,Ausländer,587
31.12.2017,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,278
31.12.2017,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,119
31.12.2017,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3704
31.12.2017,29 Schloss,Ausländer,208
31.12.2017,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,139
31.12.2017,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,28
31.12.2017,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1983
31.12.2017,31 Aaseestadt,Ausländer,589
31.12.2017,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,490
31.12.2017,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,192
31.12.2017,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4461
31.12.2017,32 Geist,Ausländer,734
31.12.2017,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,654
31.12.2017,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,241
31.12.2017,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7645
31.12.2017,33 Schützenhof,Ausländer,960
31.12.2017,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,687
31.12.2017,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,267
31.12.2017,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,6232
31.12.2017,34 Düesberg,Ausländer,589
31.12.2017,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,459
31.12.2017,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,146
31.12.2017,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6045
31.12.2017,43 Hafen,Ausländer,107
31.12.2017,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,53
31.12.2017,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,21
31.12.2017,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,906
31.12.2017,44 Herz-Jesu,Ausländer,332
31.12.2017,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,314
31.12.2017,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,100
31.12.2017,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4456
31.12.2017,45 Mauritz-Mitte,Ausländer,654
31.12.2017,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,583
31.12.2017,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,230
31.12.2017,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,9001
31.12.2017,46 Rumphorst,Ausländer,568
31.12.2017,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,613
31.12.2017,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,269
31.12.2017,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6642
31.12.2017,47 Uppenberg,Ausländer,940
31.12.2017,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,793
31.12.2017,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,332
31.12.2017,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6905
31.12.2017,51 Gievenbeck,Ausländer,2883
31.12.2017,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2460
31.12.2017,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1282
31.12.2017,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14693
31.12.2017,52 Sentrup,Ausländer,781
31.12.2017,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,448
31.12.2017,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,122
31.12.2017,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6325
31.12.2017,54 Mecklenbeck,Ausländer,721
31.12.2017,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,937
31.12.2017,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,313
31.12.2017,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7519
31.12.2017,56 Albachten,Ausländer,546
31.12.2017,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,800
31.12.2017,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,445
31.12.2017,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4739
31.12.2017,57 Roxel,Ausländer,1078
31.12.2017,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,794
31.12.2017,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,441
31.12.2017,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,6988
31.12.2017,58 Nienberge,Ausländer,660
31.12.2017,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,482
31.12.2017,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,237
31.12.2017,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5528
31.12.2017,61 Coerde,Ausländer,2639
31.12.2017,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2087
31.12.2017,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1075
31.12.2017,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5311
31.12.2017,62 Kinderhaus-Ost,Ausländer,683
31.12.2017,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,530
31.12.2017,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,213
31.12.2017,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3660
31.12.2017,63 Kinderhaus-West,Ausländer,1788
31.12.2017,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1745
31.12.2017,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,720
31.12.2017,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6369
31.12.2017,68 Sprakel,Ausländer,216
31.12.2017,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,341
31.12.2017,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,215
31.12.2017,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2579
31.12.2017,71 Mauritz-Ost,Ausländer,863
31.12.2017,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,640
31.12.2017,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,285
31.12.2017,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,9041
31.12.2017,76 Gelmer-Dyckburg,Ausländer,357
31.12.2017,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,261
31.12.2017,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,151
31.12.2017,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3076
31.12.2017,77 Handorf,Ausländer,578
31.12.2017,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,646
31.12.2017,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,287
31.12.2017,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6574
31.12.2017,81 Gremmendorf-West,Ausländer,1487
31.12.2017,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,520
31.12.2017,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,232
31.12.2017,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3716
31.12.2017,82 Gremmendorf-Ost,Ausländer,500
31.12.2017,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,438
31.12.2017,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,212
31.12.2017,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5438
31.12.2017,86 Angelmodde,Ausländer,1423
31.12.2017,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,948
31.12.2017,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,526
31.12.2017,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5568
31.12.2017,87 Wolbeck,Ausländer,750
31.12.2017,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,724
31.12.2017,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,396
31.12.2017,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7548
31.12.2017,91 Berg Fidel,Ausländer,1550
31.12.2017,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1062
31.12.2017,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,449
31.12.2017,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2871
31.12.2017,95 Hiltrup-Ost,Ausländer,316
31.12.2017,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,564
31.12.2017,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,247
31.12.2017,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5107
31.12.2017,96 Hiltrup-Mitte,Ausländer,888
31.12.2017,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,930
31.12.2017,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,345
